year,class,rank,bib,team,time,time_seconds,source_url
2026,kvinner elite,1,,SK Vidar K Elite 1 (),0:55:42,3342.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,2,,IK Tjalve (),0:56:26,3386.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,3,,Hälle IF (),0:59:02,3542.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,4,,Idrottslaget Gular 2 (),0:59:45,3585.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,5,,Varegg Fleridrett 2 (),1:00:03,3603.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,6,,Bratsberg IL 3 (),1:00:31,3631.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,7,,Mölndals AIK (),1:00:56,3656.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,8,,SK Vidar K Elite 2 (),1:00:59,3659.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,9,,Ullensaker/Kisa IL Friidrett 7 (),1:01:16,3676.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,10,,Raumnes & Årnes IL (),1:02:10,3730.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,11,,Strindheim IL 2 (),1:02:53,3773.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,12,,Sandefjord TIF (),1:03:03,3783.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,13,,Spirit friidrett 7 (),1:03:13,3793.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,14,,SK Vidar K Elite 3 (),1:03:29,3809.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,15,,Kjelsås Langrenn (),1:04:04,3844.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,16,,Tyrving IL (),1:04:15,3855.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,17,,Sørild Friidrettsklubb 2 (),1:04:53,3893.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,18,,IK Tjalve 4 (),1:05:09,3909.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,19,,Steinkjer Friidrettsklubb 2 (),1:05:19,3919.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,20,,Moelven IL Friidrett (),1:05:34,3934.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,21,,FIK Ren-Eng (),1:05:50,3950.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,22,,IL i BUL 3 (),1:05:51,3951.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,23,,Nittedal IL 2 (),1:05:55,3955.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,24,,Namdal løpeklubb elite damer (),1:06:25,3985.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,kvinner elite,25,,OSI Friidrett K Student (),1:06:58,4018.0,https://www.sportsidioten.no/resultater/kvinner-elite-holmenkollstafetten-2026/
2026,menn elite,1,,Ullensaker/Kisa IL Friidrett 1 (),0:48:45,2925.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,2,,SK Vidar M Elite 1 (),0:49:28,2968.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,3,,IK Tjalve 1 (),0:49:39,2979.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,4,,IL i BUL 1 (),0:49:41,2981.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,5,,Hälle IF (),0:50:22,3022.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,6,,IL Gneist (),0:51:01,3061.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,7,,Jølster Idrettslag – Friidrett 2 (),0:51:10,3070.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,8,,Kjelsås Langrenn (),0:51:37,3097.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,9,,Heming Elite (),0:51:47,3107.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,10,,Idrottslaget Gular 1 (),0:51:59,3119.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,11,,Svorkmo/NOI 1 (),0:52:21,3141.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,12,,Haugesund IL Friidrett (),0:52:23,3143.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,13,,IF Kamp/Vestheim (),0:52:54,3174.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,14,,Lillehammer IF (),0:53:12,3192.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,15,,Varegg Fleridrett 1 (),0:53:16,3196.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,16,,SK Vidar M Elite 2 (),0:53:17,3197.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,17,,Namdal løpeklubb elite Herrer (),0:53:40,3220.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,18,,Mosvik IL Friidrett (),0:53:45,3225.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2026,menn elite,19,,Tyrving IL (),0:54:01,3241.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2026/
2025,bedrift og mosjonslag mix flest kvinner,1,8207,Colosseum Tannlege 4 (Colosseum Tannlege),0:55:53,3353.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,2,12228,Fiskebeinern SK,0:57:24,3444.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,3,4021,Team Dæhlie Runners (Dæhlie Sportswear),0:58:52,3532.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,4,4029,Advokatfirmaet Arntzen 1 (Advokatfirmaet Arntzen AS),1:02:40,3760.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,5,7096,Visma SW Int. Fireball (Visma Software International),1:04:18,3858.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,6,5431,NTG Bærum 1 (NTG Bærum),1:04:19,3859.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,7,11096,reMarkable 5 (reMarkable AS),1:04:20,3860.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,8,4074,Ullevål og Tåsen Fysioterapi og Trening,1:04:44,3884.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,9,5437,CMS Kluge Advokatfirma 1 (CMS Kluge Advokatfirma AS),1:05:33,3933.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,10,5271,Diakonhjemmet Sykehus Elite Mix (Diakonhjemmet Sykehus),1:05:38,3938.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,11,7201,Maritime Advisory 1 (DNV),1:06:34,3994.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,12,5203,Advokatfirmaet BAHR AS 2 (Advokatfirmaet BAHR AS),1:07:21,4041.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,13,5260,Dønski idrettsfag (Dønski videregående skole),1:07:25,4045.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,14,4220,Lovstafetten Bergen,1:07:28,4048.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,15,7673,Ruter – Satsebussen (Ruter As),1:08:04,4084.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,16,11858,Brækhus Advokatfirma 1,1:08:40,4120.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,17,8893,Norvestor Sport (Norvestor),1:08:40,4120.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,18,10048,Kickstart Bedrift (Kickstart Bedrift AS),1:08:40,4120.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,19,4054,Folkehelseinstituttet BIL 1 (Folkehelseinstituttet BIL),1:08:50,4130.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,20,5262,Lillestrøm muskel- og leddklinikk,1:08:53,4133.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,21,10480,Idrettens Helsesenter,1:09:06,4146.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,22,11834,Powered by GroupM (EssenceMediacom),1:09:06,4146.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,23,6805,Hjertemedisin Ullevål (Oslo Universitetssykehus),1:09:26,4166.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,24,10478,OBF Lag 1 (Oslobygg KF),1:09:31,4171.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,25,10481,BEST Helse,1:09:33,4173.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,26,5441,Sinsen skole,1:09:40,4180.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,27,7288,Politihøgskolen Oslo 2 (Politihøgskolen Oslo),1:09:52,4192.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,28,5449,Active Brands 1 (Active Brands AS),1:10:13,4213.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,29,5806,Grønt Punkt Norge,1:10:24,4224.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,30,10852,Gnist Trening og Helse (Gnist Trening og Helse/MOVA),1:10:30,4230.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,31,4228,Team Thommessen 1 (Advokatfirmaet Thommessen),1:10:43,4243.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,32,7707,Bymiljøetaten 1 (Bymiljøetaten),1:10:45,4245.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,33,6120,SpareBank 1 Sør-Norge Lag 1,1:10:55,4255.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,34,8425,Nydalen DPS (OUS Nydalen DPS),1:10:59,4259.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,35,11624,Berg AKS (Berg skole),1:11:21,4281.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,36,9801,DNB BMN Hverdagsbank Deltid (DNB Bank ASA),1:11:21,4281.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,37,7290,ABEL Helse (ABEL Health),1:11:22,4282.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,38,10619,Advokatfirmaet Selmer 1 2 (Advokatfirmaet Selmer AS),1:11:27,4287.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,39,8229,twoday 4 (twoday),1:11:51,4311.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,40,5455,Team Flyge,1:12:02,4322.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,41,5238,"Medisin Bærum, VVHF (Medisinsk avdeling, Bærum sykehus, VVHF)",1:12:06,4326.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,42,7705,LPO arkitekter,1:12:11,4331.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,43,8479,OUS Blodsykdommer 1 (Oslo universitetssykehus),1:12:17,4337.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,44,5249,Advokatfirmaet Grette 1 (Advokatfirmaet Grette),1:12:18,4338.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,45,4252,Lund & Co (Advokatfirmaet Lund & Co DA),1:12:19,4339.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,46,5218,reMarkable 4 (reMarkable AS),1:12:21,4341.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,47,4040,IL i BUL,1:12:23,4343.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,48,5822,Huseby skole,1:12:25,4345.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,49,10903,Hvilepuls,1:12:25,4345.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,50,6640,Team Samba (–),1:12:27,4347.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,51,10075,Orkla 7 (Orkla),1:12:37,4357.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,52,11505,Oslo Kommunale Legevakt,1:12:44,4364.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,53,7614,Manglerud skole,1:12:44,4364.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,54,6410,EY BIL Energy 1 1 (Boston consulting group),1:12:45,4365.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,55,5845,Reisekontoret,1:12:51,4371.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,56,5473,Volvat NIMI (Volvat Medisinske Senter AS),1:12:59,4379.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,57,11801,Tonsenhagen Superstars (Tonsenhagen skole),1:13:00,4380.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,58,7821,Martina Hansens Hospital,1:13:02,4382.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,59,6839,Hurtigruten – Havets Helteløpere (Hurtigruten AS),1:13:04,4384.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,60,6292,PwC Bergen 1 2 (PricewaterhouseCoopers AS),1:13:04,4384.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,61,6425,EY BIL SCO (EY),1:13:06,4386.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,62,8416,Puls & Pes (Kardiologisk sengepost Rikshospitalet),1:13:12,4392.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,63,10078,Orkla Snacks Norge,1:13:13,4393.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,64,5833,Arbeids- og inkluderingsdepartementet,1:13:24,4404.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,65,10827,Team Zalaris (Zalaris),1:13:25,4405.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,66,8054,Moniker Sport x On (Moniker Sport AS),1:13:25,4405.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,67,10280,TORSHOV SPORT RUNNERS 2 (TORSHOV SPORT AS),1:13:26,4406.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,68,6814,Norad rød (Norad),1:13:28,4408.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,69,10881,"Anestesilegene på Rikshospitalet (Akuttklinikken, Rikshospitalet)",1:13:35,4415.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,70,4211,Unilabs,1:13:36,4416.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,71,5479,Advokatfirmaet Arntzen 3 (Advokatfirmaet Arntzen AS),1:13:40,4420.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,72,7701,Høyenhall skole,1:13:44,4424.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,73,11912,Run for rep (Crossfit Sagene),1:13:47,4427.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,74,7042,Miljødirektoratet BIL (Miljødirektoratet),1:13:48,4428.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,75,7253,Team Johaug (Active Brands AS),1:13:49,4429.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,76,7008,Visma Flyt Happy Racers (Visma Flyt AS),1:13:51,4431.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,77,6010,Braathens SAFE (DNB),1:13:56,4436.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,78,6415,Aker Solutions FunRun 1 (Aker Solutions AS),1:13:57,4437.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,79,5427,Moloklinikken,1:14:02,4442.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,80,6443,Vulvakameratene (Kvinneklinikken Ahus),1:14:09,4449.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,81,11065,Trege Leger (Oslo Universitetssykehus),1:14:09,4449.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,82,5442,Hovseter Skole,1:14:24,4464.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,83,5421,EY BIL Business Transformation (976389387),1:14:25,4465.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,84,6711,Fingerspitzgefühlen (Fysioterapeut Nederland),1:14:28,4468.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,85,8482,Tåsen skole,1:14:28,4468.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,86,10077,Orkla 6 (Orkla),1:14:31,4471.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,87,10308,Maxpuls (Universitetssykehuset Nord-Norge),1:14:38,4478.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,88,5282,Sats Colosseum PT (Sats Colosseum),1:14:40,4480.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,89,11678,Kastellet skole,1:14:42,4482.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,90,7425,Påtale Innlandet politidistrikt (Påtale i politiet),1:14:45,4485.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,91,7606,Lovlig gode løpere (Øst Politidistrikt – Lillestrøm påtale),1:14:49,4489.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,92,7237,A-lab,1:14:50,4490.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,93,10674,TROG (Romerike og Glåmdal tingrett),1:15:01,4501.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
