year,class,rank,bib,team,time,time_seconds,source_url
2025,bedrift og mosjonslag mix flest kvinner,634,9286,SOKO-BIL Skadberg skole,1:26:47,5207.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,635,9046,Finstad Runners (Finstad skole),1:26:48,5208.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,636,5874,UiO-ILOS on the move (Universitetet i Oslo),1:26:48,5208.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,637,8651,Ruter – Rutebussen (Ruter As),1:26:51,5211.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,638,10298,Akuttmottaket 1 (Sørlandet sykehus Kristiansand),1:26:51,5211.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,639,9069,Gjensidige Person Helse (Gjensidige),1:26:52,5212.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,640,6658,Advokatfirmaet Wiersholm 4 (Advokatfirmaet Wiersholm),1:26:53,5213.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,641,6471,S302 GAM/INF (Akershus universitetssykehus),1:26:54,5214.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,642,11489,Innkjøp Lillestrøm kommune (Lillestrøm kommune),1:26:54,5214.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,643,10656,Flekkefjord sykehus (Sørlandet Sykehus Flekkefjord),1:26:55,5215.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,644,10060,Fitness & CO (Advokatfirmaet Larsen & co),1:26:57,5217.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,645,6630,"Sykehusapotekene HF, Hovedkontoret (Sykehusapotekene HF)",1:26:59,5219.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,646,8884,FUF281 1 (Oslo politidistrikt),1:26:59,5219.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,647,11905,Rett i Kjeller’n (Kjeller Skole),1:26:59,5219.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,648,11066,Raske karbohydrater (Oslo Universitetssykehus),1:27:01,5221.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,649,11423,Forfatternes Hus,1:27:01,5221.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,650,9413,OsloMet Helsevitenskap (OsloMet),1:27:02,5222.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,651,9241,Bydel Søndre Nordstrand,1:27:02,5222.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,652,11411,AIOI1RAD (Oslo universitetssykehus),1:27:02,5222.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,653,8088,HELBIL (Helseetatens bedriftsidrettslag),1:27:06,5226.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,654,11006,FACT Asker (Vestre Viken),1:27:06,5226.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,655,10057,"Veståsen (Gjerdrum kommune, Veståsen skole)",1:27:07,5227.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,656,12258,SFOS 2 (Statsforvalteren SFOS),1:27:09,5229.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,657,9637,ORUS2 (OUS),1:27:10,5230.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,658,11692,Dram1 (Nav Drammen),1:27:14,5234.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,659,8689,Skatteetaten Sandvika (Skatteetaten),1:27:14,5234.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,660,11234,"Rosenhagen (Bydel Nordstrand, Rosenhagen barnehage)",1:27:14,5234.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,661,11487,RusForsk,1:27:16,5236.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,662,10838,Dr.Dropin 2 (Dr.Dropin AS),1:27:17,5237.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,663,10459,Steffis – Full fres og store glis (Unicare Steffensrud),1:27:18,5238.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,664,10860,Hovedorganisasjonen Virke 2 (Hovedorganisasjonen Virke),1:27:18,5238.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,665,10845,Grindbakken skole,1:27:21,5241.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,666,10625,Familielaget (Familie),1:27:24,5244.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,667,10097,DOGA (Design og arkitektur Norge),1:27:25,5245.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,668,9044,Tidlig Psykosebehandling (Oslo universitetssykehus),1:27:26,5246.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,669,9272,Løvenstad (Løvenstad Skole),1:27:27,5247.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,670,8299,Bjerke vgs (Bjerke videregående skole),1:27:28,5248.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,671,8423,Majorstuen hjemmesykepleie 1 (Bydel Frogner),1:27:30,5250.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,672,12229,Tinkern (Tinkern Kanvas-barnehage),1:27:31,5251.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,673,12048,Verdens Beste Damer,1:27:32,5252.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,674,9620,Statsforvalteren i Vestfold og Telemark – junior (Statsforvalteren i Vestfold og Telemark),1:27:32,5252.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,675,10618,Lunde-10-årige skole (Lunde 10-årige skole),1:27:33,5253.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,676,11810,Vestre Vikens mest Habile (Vestre Viken HF),1:27:38,5258.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,677,8897,BFR Mestring og rehabilitering (Bydel Frogner Mestring og rehabilitering),1:27:39,5259.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,678,9846,Aker Sykehus – Medisinsk Biokjemi (Aker sykehus – Medisinsk Biokjemi),1:27:39,5259.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,679,10304,"Generell Intensiv 1 Rikshospitalet (Generell Intensiv 1, RH)",1:27:40,5260.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,680,9673,Fjellsrud skole (Fjellsrud Skole),1:27:40,5260.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,681,11886,SERO (SERO AS),1:27:40,5260.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,682,7913,KORUS Oslo,1:27:42,5262.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,683,9489,Vestre Viken Alderspsykiatrisk (Vestre Viken HF),1:27:44,5264.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,684,7713,Bymiljøetaten 4 (Bymiljøetaten),1:27:45,5265.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,685,11610,WillCat Rockets (Frelsesarmeen),1:27:47,5267.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,686,6505,Barnehabiliteringen Ahus (Akershus Universitetssykehus Barnehabiliteringen),1:27:48,5268.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,687,9810,Vestre Viken Team Staselig (Vestre Viken HF),1:27:49,5269.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,688,6051,DNB KS Chat (DNB),1:27:50,5270.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,689,6495,Team Cøkum (Akershus universitetssykehus),1:27:52,5272.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,690,7857,Forretningspartner (SpareBank 1 ForretningsPartner Østlandet AS),1:27:53,5273.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,691,12247,"SIFOrt vi kan (SIFO, OsloMet)",1:27:54,5274.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,692,12084,Kulturdirektoratet,1:27:54,5274.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,693,12230,AlnaCrew idrettsforening (Alna barneverntjeneste),1:27:56,5276.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,694,12099,NRK Kultur,1:27:56,5276.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,695,8024,South Beach Runners (NAV Søndre Nordstrand),1:27:57,5277.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,696,10695,Østensjø Kanvas-barnehage,1:27:58,5278.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,697,9282,Direktoratet for strålevern og atomsikkerhet 2 (Direktoratet for strålevern og atomsikkerhet),1:27:58,5278.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,698,6459,Intensiv-Ahus (Akershus universitetssykehus),1:27:59,5279.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,699,11255,Treningsklubben Ila (MER – Ila kirke),1:28:00,5280.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,700,6890,BAMA 17 (Bama Gruppen AS),1:28:01,5281.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,701,9848,PPT vg/vo (PPT Oslo vg/vo 25),1:28:01,5281.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,702,11269,Evidensia Oslo Dyresykehus,1:28:03,5283.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,703,6470,EY BIL Talent (EY),1:28:04,5284.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,704,8681,Apotekforeningen (AS Apotekernes hus),1:28:04,5284.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,705,7654,CogKvinner (Cognite),1:28:05,5285.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,706,11851,På Samme Lag (Skoger Skole),1:28:07,5287.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,707,9714,S-BUP (Oslo Universitetssykehus),1:28:07,5287.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,708,10694,Varde Hartmark (Varde Hartmark AS),1:28:09,5289.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,709,11696,Team Workwear/Hair I am,1:28:10,5290.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,710,9481,Vestråt barnehage,1:28:10,5290.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,711,11611,"Drammen DPS POLS1, Vestre Viken (Vestre Viken HF)",1:28:14,5294.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,712,6091,DNB Risky Rønners 2 (DNB),1:28:15,5295.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,713,8081,Nic Waals institutt,1:28:16,5296.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,714,11270,Global Supply Chain Pacers (Varner AS),1:28:16,5296.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,715,9256,De beste i HDB (Holmenkollen dagsenter og boliger),1:28:17,5297.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,716,10092,Agilera Beta (Agilera Pharma),1:28:18,5298.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,717,8448,Flåtestad Fast Feet (Flåtestad ungdomsskole),1:28:24,5304.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,718,9441,Unicare Fram,1:28:25,5305.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,719,7061,TINE Planlegging (TINE SA),1:28:26,5306.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,720,12091,G Travel (G Travel AS),1:28:27,5307.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,721,9082,Blodbanken i Oslo 1 (Blodbanken i Oslo),1:28:28,5308.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,722,5824,Domstolene i Oslo 2 (Domstolene i Oslo),1:28:28,5308.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,723,10823,Cash in transit (Loomis Norge),1:28:29,5309.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,724,9009,Fürst BIL 1 (AS Med Lab),1:28:31,5311.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,725,10458,Accenture 5 (Accenture),1:28:31,5311.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,726,9504,Felleskjøpet 1 3 (Felleskjøpet Agri SA),1:28:31,5311.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,727,6024,DNB Risky Business (DNB),1:28:31,5311.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,728,9414,Bydel Frogner PHA (Oslo kommune Bydel Frogner),1:28:32,5312.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,729,12038,Autoplan (Autoplan AS),1:28:34,5314.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,730,8314,Eurofins Environment Testing (Eurofins Environmemt Testing),1:28:35,5315.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,731,10826,Bondesligaen Norges Bondelag (Bondelagets Servicekontor AS),1:28:39,5319.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,732,10118,CCEP 1 3 (Coca- Cola Europacific Partners),1:28:42,5322.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,733,12236,SANDS Advokatfirma DA 3 (SANDS Advokatfirma DA),1:28:43,5323.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,734,11635,Velodromen Idrettsbarnehage (Læringsverkstedet Velodromen Idrettsbarnehage),1:28:45,5325.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,735,6452,Propifilene (Ahus),1:28:45,5325.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,736,11640,ORUS3,1:28:46,5326.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,737,9411,Pelias (Pelias Norsk skadedyrkontroll),1:28:47,5327.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,738,7862,15 litauere,1:28:47,5327.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,739,9686,Entra BIL 1 (Entra ASA),1:28:48,5328.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,740,9841,Seksjon hjelpetjenester for barn og unge (Seksjon hjelpetjenester for barn og unge Grorud),1:28:49,5329.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,741,7836,Gyldendal Kanin (Gyldendal Norsk Forlag),1:28:49,5329.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,742,8311,Statens vegvesen BIL O & A 2 (Statens vegvesen),1:28:50,5330.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,743,10626,"Lovisenberg 3B (Lovisenberg Diakonale Sykehus, SPHR Post 3B)",1:28:51,5331.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,744,6895,BAMA 18 (Bama Gruppen AS),1:28:51,5331.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,745,8883,Team Eget opplegg (Kirurgiklinikken AS),1:28:53,5333.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,746,8225,Colosseum Tannlege 3 (Colosseum Tannlege),1:28:54,5334.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,747,8075,Ragna Ringdals dagsenter,1:28:55,5335.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,748,8286,Norsk kabin forening,1:28:58,5338.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,749,11276,"PPA Lillestrøm kommune (Lillestrøm kommune, PPA)",1:28:58,5338.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,750,6474,UK (Akershus Universitetssykehus – Ungdomspsykiatrisk),1:28:59,5339.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,751,8650,Svendstuen skole,1:28:59,5339.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
2025,bedrift og mosjonslag mix flest kvinner,752,10676,TKAO1 (OUS),1:29:01,5341.0,https://www.sportsidioten.no/resultater/bedrift-og-mosjonslag-mix-flest-kvinner-holmenkollstafetten-2025/
